id,owner_type,owner_id,effect_type,target,key,op,value,chance,notes
fx_choice_ch_ev_c_d21_spike_hold_stat_suspicion_add_2,choice,ch_ev_c_d21_spike_hold,stat,,suspicion,add,2,1,
fx_choice_ch_ev_c_d21_spike_hold_stat_intel_add_2,choice,ch_ev_c_d21_spike_hold,stat,,intel,add,2,1,
fx_choice_ch_ev_c_d21_spike_cut_stat_money_add_-12,choice,ch_ev_c_d21_spike_cut,stat,,money,add,-12,1,
fx_choice_ch_ev_c_d21_spike_cut_stat_position_lots_add_0,choice,ch_ev_c_d21_spike_cut,stat,,position_lots,add,0,1,
fx_choice_ch_ev_c_d21_spike_cut_stat_suspicion_add_-1,choice,ch_ev_c_d21_spike_cut,stat,,suspicion,add,-1,1,
fx_choice_ch_ev_c_d24_broker_go_stat_money_add_-10,choice,ch_ev_c_d24_broker_go,stat,,money,add,-10,1,
fx_choice_ch_ev_c_d24_broker_go_stat_network_elite_add_3,choice,ch_ev_c_d24_broker_go,stat,,network_elite,add,3,1,
fx_choice_ch_ev_c_d24_broker_go_stat_intel_add_3,choice,ch_ev_c_d24_broker_go,stat,,intel,add,3,1,
fx_choice_ch_ev_c_d24_broker_skip_stat_intel_add_1,choice,ch_ev_c_d24_broker_skip,stat,,intel,add,1,1,
fx_choice_ch_ev_c_d28_ready_ok_stat_intel_add_2,choice,ch_ev_c_d28_ready_ok,stat,,intel,add,2,1,
fx_choice_ch_ev_c_d28_ready_ok_flag_ending_route_c_ready_set_1,choice,ch_ev_c_d28_ready_ok,flag,,ending_route_c_ready,set,1,1,
fx_choice_ch_ev_c_d30_hook_ok_stat_network_elite_add_2,choice,ch_ev_c_d30_hook_ok,stat,,network_elite,add,2,1,
fx_choice_ch_ev_c_d30_hook_ok_stat_intel_add_1,choice,ch_ev_c_d30_hook_ok,stat,,intel,add,1,1,
fx_dialogue_choice_dch_dlg_boss_blame_quiet_stat_trust_add_3,dialogue_choice,dch_dlg_boss_blame_quiet,stat,,trust,add,3,1,
fx_dialogue_choice_dch_dlg_boss_blame_quiet_stat_intel_add_2,dialogue_choice,dch_dlg_boss_blame_quiet,stat,,intel,add,2,1,
fx_dialogue_choice_dch_dlg_boss_blame_quiet_stat_suspicion_add_3,dialogue_choice,dch_dlg_boss_blame_quiet,stat,,suspicion,add,3,1,
fx_dialogue_choice_dch_dlg_boss_blame_quiet_relation_zhou_hongye_player_trust_add_2,dialogue_choice,dch_dlg_boss_blame_quiet,relation,,zhou_hongye:player:trust,add,2,1,
fx_dialogue_choice_dch_dlg_chen_lobby_wary_relation_chen_manager_player_favor_add_3,dialogue_choice,dch_dlg_chen_lobby_wary,relation,,chen_manager:player:favor,add,3,1,
fx_dialogue_choice_dch_dlg_chen_lobby_wary_stat_suspicion_add_2,dialogue_choice,dch_dlg_chen_lobby_wary,stat,,suspicion,add,2,1,
fx_dialogue_choice_dch_dlg_chen_lobby_wary_stat_intel_add_1,dialogue_choice,dch_dlg_chen_lobby_wary,stat,,intel,add,1,1,
fx_dialogue_choice_dch_dlg_dock_work_slow_stat_intel_add_1,dialogue_choice,dch_dlg_dock_work_slow,stat,,intel,add,1,1,
fx_dialogue_choice_dch_dlg_dock_work_slow_stat_money_add_-2,dialogue_choice,dch_dlg_dock_work_slow,stat,,money,add,-2,1,
fx_dialogue_choice_dch_dlg_co_work_overtime_stat_intel_add_2,dialogue_choice,dch_dlg_co_work_overtime,stat,,intel,add,2,1,
fx_dialogue_choice_dch_dlg_co_work_overtime_stat_trust_add_1,dialogue_choice,dch_dlg_co_work_overtime,stat,,trust,add,1,1,
fx_dialogue_choice_dch_dlg_co_work_overtime_stat_suspicion_add_1,dialogue_choice,dch_dlg_co_work_overtime,stat,,suspicion,add,1,1,
fx_dialogue_choice_dch_dlg_home_rest_think_stat_intel_add_1,dialogue_choice,dch_dlg_home_rest_think,stat,,intel,add,1,1,
fx_dialogue_choice_dch_dlg_home_rest_think_stat_suspicion_add_-2,dialogue_choice,dch_dlg_home_rest_think,stat,,suspicion,add,-2,1,
fx_dialogue_choice_dch_dlg_ex_rumor_true_quiet_stat_suspicion_add_-1,dialogue_choice,dch_dlg_ex_rumor_true_quiet,stat,,suspicion,add,-1,1,
fx_dialogue_choice_dch_dlg_ex_rumor_true_quiet_stat_intel_add_1,dialogue_choice,dch_dlg_ex_rumor_true_quiet,stat,,intel,add,1,1,
fx_dialogue_choice_dch_dlg_co_peek_copy_stat_intel_add_2,dialogue_choice,dch_dlg_co_peek_copy,stat,,intel,add,2,1,
fx_dialogue_choice_dch_dlg_co_peek_copy_stat_suspicion_add_2,dialogue_choice,dch_dlg_co_peek_copy,stat,,suspicion,add,2,1,
fx_dialogue_choice_dch_dlg_home_organize_burn_stat_suspicion_add_-3,dialogue_choice,dch_dlg_home_organize_burn,stat,,suspicion,add,-3,1,
fx_dialogue_choice_dch_dlg_home_organize_burn_stat_intel_add_-2,dialogue_choice,dch_dlg_home_organize_burn,stat,,intel,add,-2,1,
fx_choice_ch_intro_ok_stat_intel_add_1,choice,ch_intro_ok,stat,,intel,add,1,1,
fx_choice_ch_d5_ok_stat_trust_add_-1,choice,ch_d5_ok,stat,,trust,add,-1,1,
fx_choice_ch_d5_ok_relation_zhou_hongye_player_favor_add_-2,choice,ch_d5_ok,relation,,zhou_hongye:player:favor,add,-2,1,
fx_choice_ch_ev_rank_foreman_remind_ok_stat_trust_add_1,choice,ch_ev_rank_foreman_remind_ok,stat,,trust,add,1,1,
fx_choice_ch_ev_boss_watching_ok_stat_suspicion_add_1,choice,ch_ev_boss_watching_ok,stat,,suspicion,add,1,1,
fx_dialogue_choice_dch_dlg_rival_hijack_ok_stat_money_add_40,dialogue_choice,dch_dlg_rival_hijack_ok,stat,,money,add,40,1,v0.8.1 hijack on confirm only
fx_dialogue_choice_dch_dlg_rival_hijack_ok_stat_network_elite_add_6,dialogue_choice,dch_dlg_rival_hijack_ok,stat,,network_elite,add,6,1,v0.8.1 hijack on confirm only
fx_dialogue_choice_dch_dlg_rival_hijack_ok_stat_suspicion_add_12,dialogue_choice,dch_dlg_rival_hijack_ok,stat,,suspicion,add,12,1,v0.8.1 hijack on confirm only
fx_dialogue_choice_dch_dlg_rival_hijack_ok_stat_company_share_add_-12,dialogue_choice,dch_dlg_rival_hijack_ok,stat,,company_share,add,-12,1,v0.8.1 hijack on confirm only
fx_dialogue_choice_dch_dlg_rival_hijack_ok_stat_stock_price_add_-10,dialogue_choice,dch_dlg_rival_hijack_ok,stat,,stock_price,add,-10,1,v0.8.1 hijack on confirm only
fx_check_success_chk_co_eavesdrop_stat_intel_add_6,check_success,chk_co_eavesdrop,stat,,intel,add,6,1,
fx_check_success_chk_co_eavesdrop_stat_network_base_add_1,check_success,chk_co_eavesdrop,stat,,network_base,add,1,1,
fx_check_success_chk_co_eavesdrop_stat_suspicion_add_4,check_success,chk_co_eavesdrop,stat,,suspicion,add,4,1,
fx_check_success_chk_co_eavesdrop_stat_father_son_tension_add_1,check_success,chk_co_eavesdrop,stat,,father_son_tension,add,1,1,
fx_check_fail_chk_co_eavesdrop_stat_suspicion_add_9,check_fail,chk_co_eavesdrop,stat,,suspicion,add,9,1,
fx_check_fail_chk_co_eavesdrop_stat_intel_add_1,check_fail,chk_co_eavesdrop,stat,,intel,add,1,1,
fx_check_success_chk_dock_steal_stat_intel_add_12,check_success,chk_dock_steal,stat,,intel,add,12,1,
fx_check_success_chk_dock_steal_stat_trust_add_-2,check_success,chk_dock_steal,stat,,trust,add,-2,1,
fx_check_success_chk_dock_steal_stat_suspicion_add_5,check_success,chk_dock_steal,stat,,suspicion,add,5,1,
fx_check_fail_chk_dock_steal_stat_intel_add_2,check_fail,chk_dock_steal,stat,,intel,add,2,1,
fx_check_fail_chk_dock_steal_stat_trust_add_-4,check_fail,chk_dock_steal,stat,,trust,add,-4,1,
fx_check_fail_chk_dock_steal_stat_suspicion_add_12,check_fail,chk_dock_steal,stat,,suspicion,add,12,1,
fx_check_success_chk_dock_bribe_stat_intel_add_10,check_success,chk_dock_bribe,stat,,intel,add,10,1,
fx_check_success_chk_dock_bribe_stat_network_base_add_2,check_success,chk_dock_bribe,stat,,network_base,add,2,1,
fx_check_success_chk_dock_bribe_stat_suspicion_add_5,check_success,chk_dock_bribe,stat,,suspicion,add,5,1,
fx_check_fail_chk_dock_bribe_stat_suspicion_add_11,check_fail,chk_dock_bribe,stat,,suspicion,add,11,1,
fx_check_fail_chk_dock_bribe_stat_intel_add_1,check_fail,chk_dock_bribe,stat,,intel,add,1,1,
fx_check_success_chk_co_peek_stat_intel_add_15,check_success,chk_co_peek,stat,,intel,add,15,1,
fx_check_success_chk_co_peek_stat_network_elite_add_2,check_success,chk_co_peek,stat,,network_elite,add,2,1,
fx_check_success_chk_co_peek_stat_suspicion_add_5,check_success,chk_co_peek,stat,,suspicion,add,5,1,
fx_check_success_chk_co_peek_stat_stock_price_add_-4,check_success,chk_co_peek,stat,,stock_price,add,-4,1,
fx_check_fail_chk_co_peek_stat_suspicion_add_11,check_fail,chk_co_peek,stat,,suspicion,add,11,1,
fx_check_fail_chk_co_peek_stat_intel_add_2,check_fail,chk_co_peek,stat,,intel,add,2,1,
fx_check_success_chk_co_bribe_acc_stat_intel_add_12,check_success,chk_co_bribe_acc,stat,,intel,add,12,1,
fx_check_success_chk_co_bribe_acc_stat_network_elite_add_1,check_success,chk_co_bribe_acc,stat,,network_elite,add,1,1,
fx_check_success_chk_co_bribe_acc_stat_suspicion_add_8,check_success,chk_co_bribe_acc,stat,,suspicion,add,8,1,
fx_check_fail_chk_co_bribe_acc_stat_suspicion_add_14,check_fail,chk_co_bribe_acc,stat,,suspicion,add,14,1,
fx_check_fail_chk_co_bribe_acc_relation_zhou_hongye:player:suspicion_add_4,check_fail,chk_co_bribe_acc,relation,,zhou_hongye:player:suspicion,add,4,1,
fx_check_success_chk_co_frame_stat_trust_add_-5,check_success,chk_co_frame,stat,,trust,add,-5,1,
fx_check_success_chk_co_frame_stat_suspicion_add_5,check_success,chk_co_frame,stat,,suspicion,add,5,1,
fx_check_success_chk_co_frame_stat_stock_price_add_-6,check_success,chk_co_frame,stat,,stock_price,add,-6,1,
fx_check_success_chk_co_frame_stat_father_son_tension_add_6,check_success,chk_co_frame,stat,,father_son_tension,add,6,1,
fx_check_success_chk_co_frame_flag_flag_finance_framed_set_1,check_success,chk_co_frame,flag,,flag_finance_framed,set,1,1,
fx_check_fail_chk_co_frame_stat_trust_add_-8,check_fail,chk_co_frame,stat,,trust,add,-8,1,
fx_check_fail_chk_co_frame_stat_suspicion_add_14,check_fail,chk_co_frame,stat,,suspicion,add,14,1,
fx_check_fail_chk_co_frame_relation_zhou_hongye:player:suspicion_add_8,check_fail,chk_co_frame,relation,,zhou_hongye:player:suspicion,add,8,1,
fx_check_success_chk_dock_black_stat_money_add_40,check_success,chk_dock_black,stat,,money,add,40,1,
fx_check_success_chk_dock_black_stat_trust_add_-3,check_success,chk_dock_black,stat,,trust,add,-3,1,
fx_check_success_chk_dock_black_stat_suspicion_add_8,check_success,chk_dock_black,stat,,suspicion,add,8,1,
fx_check_fail_chk_dock_black_stat_money_add_12,check_fail,chk_dock_black,stat,,money,add,12,1,
fx_check_fail_chk_dock_black_stat_trust_add_-5,check_fail,chk_dock_black,stat,,trust,add,-5,1,
fx_check_fail_chk_dock_black_stat_suspicion_add_16,check_fail,chk_dock_black,stat,,suspicion,add,16,1,
fx_check_success_chk_ex_rumor_fake_stat_network_elite_add_1,check_success,chk_ex_rumor_fake,stat,,network_elite,add,1,1,
fx_check_fail_chk_ex_rumor_fake_stat_suspicion_add_12,check_fail,chk_ex_rumor_fake,stat,,suspicion,add,12,1,
fx_check_fail_chk_ex_rumor_fake_stat_intel_add_-2,check_fail,chk_ex_rumor_fake,stat,,intel,add,-2,1,
fx_dialogue_choice_dch_dlg_son_rumor_ok_stat_intel_add_-2,dialogue_choice,dch_dlg_son_rumor_ok,stat,,intel,add,-2,1,开口成本；其余看检定
fx_check_success_chk_co_pass_rumor_stat_intel_add_-4,check_success,chk_co_pass_rumor,stat,,intel,add,-4,1,
fx_check_success_chk_co_pass_rumor_stat_father_son_tension_add_6,check_success,chk_co_pass_rumor,stat,,father_son_tension,add,6,1,
fx_check_success_chk_co_pass_rumor_stat_suspicion_add_3,check_success,chk_co_pass_rumor,stat,,suspicion,add,3,1,
fx_check_success_chk_co_pass_rumor_relation_zhou_hongye:zhou_shaoting:father_son_trust_add_-5,check_success,chk_co_pass_rumor,relation,,zhou_hongye:zhou_shaoting:father_son_trust,add,-5,1,
fx_check_success_chk_co_pass_rumor_stat_stock_price_add_-2,check_success,chk_co_pass_rumor,stat,,stock_price,add,-2,1,
fx_check_fail_chk_co_pass_rumor_stat_intel_add_-2,check_fail,chk_co_pass_rumor,stat,,intel,add,-2,1,
fx_check_fail_chk_co_pass_rumor_stat_suspicion_add_8,check_fail,chk_co_pass_rumor,stat,,suspicion,add,8,1,
fx_check_fail_chk_co_pass_rumor_relation_zhou_shaoting:player:suspicion_add_10,check_fail,chk_co_pass_rumor,relation,,zhou_shaoting:player:suspicion,add,10,1,
fx_check_fail_chk_co_pass_rumor_relation_zhou_shaoting:player:favor_add_-4,check_fail,chk_co_pass_rumor,relation,,zhou_shaoting:player:favor,add,-4,1,
fx_check_success_chk_dock_chat_stat_intel_add_3,check_success,chk_dock_chat,stat,,intel,add,3,1,
fx_check_success_chk_dock_chat_stat_network_base_add_3,check_success,chk_dock_chat,stat,,network_base,add,3,1,
fx_check_success_chk_dock_chat_stat_suspicion_add_2,check_success,chk_dock_chat,stat,,suspicion,add,2,1,
fx_check_fail_chk_dock_chat_stat_network_base_add_1,check_fail,chk_dock_chat,stat,,network_base,add,1,1,
fx_check_fail_chk_dock_chat_stat_suspicion_add_1,check_fail,chk_dock_chat,stat,,suspicion,add,1,1,
